"Budget","Project","Asset Name","Product","Date","Forecast Gross Risked Row","Actuals Gross Risked Row","Blended Gross Risked Row","FieldEst Gross Risked Row","FinActuals Gross Risked Row","FinBlend Gross Risked Row","Forecast Gross Unrisked Raw","Actuals Gross Unrisked Raw","Blended Gross Unrisked Raw","FieldEst Gross Unrisked Raw","FinActuals Gross Unrisked Raw","FinBlend Gross Unrisked Raw","Forecast Gross Risked Shrunk","Actuals Gross Risked Shrunk","Blended Gross Risked Shrunk","FieldEst Gross Risked Shrunk","FinActuals Gross Risked Shrunk","FinBlend Gross Risked Shrunk","Forecast Gross Unrisked Shrunk","Actuals Gross Unrisked Shrunk","Blended Gross Unrisked Shrunk","FieldEst Gross Unrisked Shrunk","FinActuals Gross Unrisked Shrunk","FinBlend Gross Unrisked Shrunk","Forecast Net Risked Raw","Actuals Net Risked Raw","Blended Net Risked Raw","FieldEst Net Risked Raw","FinActuals Net Risked Raw","FinBlend Net Risked Raw","Forecast Net Unrisked Raw","Actuals Net Unrisked Raw","Blended Net Unrisked Raw","FieldEst Net Unrisked Raw","FinActuals Net Unrisked Raw","FinBlend Net Unrisked Raw","Forecast Net Risked Sales","Actuals Net Risked Sales","Blended Net Risked Sales","FieldEst Net Risked Sales","FinActuals Net Risked Sales","FinBlend Net Risked Sales","Forecast Net Unrisked Sales","Actuals Net Unrisked Sales","Blended Net Unrisked Sales","FieldEst Net Unrisked Sales","FinActuals Net Unrisked Sales","FinBlend Net Unrisked Sales","Forecast Net Risked After Royalty","Actuals Net Risked After Royalty","Blended Net Risked After Royalty","FieldEst Net Risked After Royalty","FinActuals Net Risked After Royalty","FinBlend Net Risked After Royalty","Forecast Net Unrisked After Royalty","Actuals Net Unrisked After Royalty","Blended Net Unrisked After Royalty","FieldEst Net Unrisked After Royalty","FinActuals Net Unrisked After Royalty","FinBlend Net Unrisked After Royalty","Forecast Gross Unrisked Row","Forecast Gross Unrisked Row","Forecast Gross Unrisked Row","Forecast Gross Unrisked Row"
"Training Forecast","NS Claire 3","NSC 3","Oil","2012-10-01","247410.2828050349","0.0","247410.28280503396","0.0","0.0","247410.28280503396","247410.2828050349","0.0","247410.28280503396","0.0","0.0","247410.28280503396","247410.2828050349","0.0","247410.28280503396","0.0","0.0","247410.28280503396","247410.2828050349","0.0","247410.28280503396","0.0","0.0","247410.28280503396","111334.62726226449","0.0","111334.62726226542","0.0","0.0","111334.62726226542","111334.62726226449","0.0","111334.62726226542","0.0","0.0","111334.62726226542","111334.62726226449","0.0","111334.62726226542","0.0","0.0","111334.62726226542","111334.62726226449","0.0","111334.62726226542","0.0","0.0","111334.62726226542","111334.62726226449","0.0","111334.62726226542","0.0","0.0","111334.62726226542","111334.62726226449","0.0","111334.62726226542","0.0","0.0","111334.62726226542","247410.2828050349","247410.2828050349","247410.2828050349","247410.2828050349"
"Training Forecast","NS Claire 3","NSC 3","Oil","2012-11-01","232030.415410392","0.0","232030.415410392","0.0","0.0","232030.415410392","232030.415410392","0.0","232030.415410392","0.0","0.0","232030.415410392","232030.415410392","0.0","232030.415410392","0.0","0.0","232030.415410392","232030.415410392","0.0","232030.415410392","0.0","0.0","232030.415410392","104413.68693467416","0.0","104413.68693467323","0.0","0.0","104413.68693467323","104413.68693467416","0.0","104413.68693467323","0.0","0.0","104413.68693467323","104413.68693467416","0.0","104413.68693467323","0.0","0.0","104413.68693467323","104413.68693467416","0.0","104413.68693467323","0.0","0.0","104413.68693467323","104413.68693467416","0.0","104413.68693467323","0.0","0.0","104413.68693467323","104413.68693467416","0.0","104413.68693467323","0.0","0.0","104413.68693467323","232030.415410392","232030.415410392","232030.415410392","232030.415410392"
"Training Forecast","NS Claire 3","NSC 3","Oil","2012-12-01","227804.60966827907","0.0","227804.60966828","0.0","0.0","227804.60966828","227804.60966827907","0.0","227804.60966828","0.0","0.0","227804.60966828","227804.60966827907","0.0","227804.60966828","0.0","0.0","227804.60966828","227804.60966827907","0.0","227804.60966828","0.0","0.0","227804.60966828","102512.07435072958","0.0","102512.07435072958","0.0","0.0","102512.07435072958","102512.07435072958","0.0","102512.07435072958","0.0","0.0","102512.07435072958","102512.07435072958","0.0","102512.07435072958","0.0","0.0","102512.07435072958","102512.07435072958","0.0","102512.07435072958","0.0","0.0","102512.07435072958","102512.07435072958","0.0","102512.07435072958","0.0","0.0","102512.07435072958","102512.07435072958","0.0","102512.07435072958","0.0","0.0","102512.07435072958","227804.60966827907","227804.60966827907","227804.60966827907","227804.60966827907"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-01-01","222732.79053738154","0.0","222732.79053738154","0.0","0.0","222732.79053738154","222732.79053738154","0.0","222732.79053738154","0.0","0.0","222732.79053738154","222732.79053738154","0.0","222732.79053738154","0.0","0.0","222732.79053738154","222732.79053738154","0.0","222732.79053738154","0.0","0.0","222732.79053738154","100229.75574182067","0.0","100229.75574182114","0.0","0.0","100229.75574182114","100229.75574182067","0.0","100229.75574182114","0.0","0.0","100229.75574182114","100229.75574182067","0.0","100229.75574182114","0.0","0.0","100229.75574182114","100229.75574182067","0.0","100229.75574182114","0.0","0.0","100229.75574182114","100229.75574182067","0.0","100229.75574182114","0.0","0.0","100229.75574182114","100229.75574182067","0.0","100229.75574182114","0.0","0.0","100229.75574182114","222732.79053738154","222732.79053738154","222732.79053738154","222732.79053738154"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-02-01","197709.45907816663","0.0","197709.4590781657","0.0","0.0","197709.4590781657","197709.45907816663","0.0","197709.4590781657","0.0","0.0","197709.4590781657","197709.45907816663","0.0","197709.4590781657","0.0","0.0","197709.4590781657","197709.45907816663","0.0","197709.4590781657","0.0","0.0","197709.4590781657","88969.25658517331","0.0","88969.25658517331","0.0","0.0","88969.25658517331","88969.25658517331","0.0","88969.25658517331","0.0","0.0","88969.25658517331","88969.25658517331","0.0","88969.25658517331","0.0","0.0","88969.25658517331","88969.25658517331","0.0","88969.25658517331","0.0","0.0","88969.25658517331","88969.25658517331","0.0","88969.25658517331","0.0","0.0","88969.25658517331","88969.25658517331","0.0","88969.25658517331","0.0","0.0","88969.25658517331","197709.45907816663","197709.45907816663","197709.45907816663","197709.45907816663"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-03-01","207911.30034853704","0.0","207911.3003485389","0.0","0.0","207911.3003485389","207911.30034853704","0.0","207911.3003485389","0.0","0.0","207911.3003485389","207911.30034853704","0.0","207911.3003485389","0.0","0.0","207911.3003485389","207911.30034853704","0.0","207911.3003485389","0.0","0.0","207911.3003485389","93560.085156844","0.0","93560.08515684446","0.0","0.0","93560.08515684446","93560.085156844","0.0","93560.08515684446","0.0","0.0","93560.08515684446","93560.085156844","0.0","93560.08515684446","0.0","0.0","93560.08515684446","93560.085156844","0.0","93560.08515684446","0.0","0.0","93560.08515684446","93560.085156844","0.0","93560.08515684446","0.0","0.0","93560.08515684446","93560.085156844","0.0","93560.08515684446","0.0","0.0","93560.08515684446","207911.30034853704","207911.30034853704","207911.30034853704","207911.30034853704"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-04-01","201143.03956392035","0.0","201143.03956392128","0.0","0.0","201143.03956392128","201143.03956392035","0.0","201143.03956392128","0.0","0.0","201143.03956392128","201143.03956392035","0.0","201143.03956392128","0.0","0.0","201143.03956392128","201143.03956392035","0.0","201143.03956392128","0.0","0.0","201143.03956392128","90514.36780376267","0.0","90514.3678037622","0.0","0.0","90514.3678037622","90514.36780376267","0.0","90514.3678037622","0.0","0.0","90514.3678037622","90514.36780376267","0.0","90514.3678037622","0.0","0.0","90514.3678037622","90514.36780376267","0.0","90514.3678037622","0.0","0.0","90514.3678037622","90514.36780376267","0.0","90514.3678037622","0.0","0.0","90514.3678037622","90514.36780376267","0.0","90514.3678037622","0.0","0.0","90514.3678037622","201143.03956392035","201143.03956392035","201143.03956392035","201143.03956392035"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-05-01","197781.338445846","0.0","197781.33844584413","0.0","0.0","197781.33844584413","197781.338445846","0.0","197781.33844584413","0.0","0.0","197781.33844584413","197781.338445846","0.0","197781.33844584413","0.0","0.0","197781.33844584413","197781.338445846","0.0","197781.33844584413","0.0","0.0","197781.33844584413","89001.60230062995","0.0","89001.60230062995","0.0","0.0","89001.60230062995","89001.60230062995","0.0","89001.60230062995","0.0","0.0","89001.60230062995","89001.60230062995","0.0","89001.60230062995","0.0","0.0","89001.60230062995","89001.60230062995","0.0","89001.60230062995","0.0","0.0","89001.60230062995","89001.60230062995","0.0","89001.60230062995","0.0","0.0","89001.60230062995","89001.60230062995","0.0","89001.60230062995","0.0","0.0","89001.60230062995","197781.338445846","197781.338445846","197781.338445846","197781.338445846"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-06-01","183608.53650663234","0.0","183608.5365066342","0.0","0.0","183608.5365066342","183608.53650663234","0.0","183608.5365066342","0.0","0.0","183608.5365066342","183608.53650663234","0.0","183608.5365066342","0.0","0.0","183608.5365066342","183608.53650663234","0.0","183608.5365066342","0.0","0.0","183608.5365066342","82623.84142798558","0.0","82623.84142798558","0.0","0.0","82623.84142798558","82623.84142798558","0.0","82623.84142798558","0.0","0.0","82623.84142798558","82623.84142798558","0.0","82623.84142798558","0.0","0.0","82623.84142798558","82623.84142798558","0.0","82623.84142798558","0.0","0.0","82623.84142798558","82623.84142798558","0.0","82623.84142798558","0.0","0.0","82623.84142798558","82623.84142798558","0.0","82623.84142798558","0.0","0.0","82623.84142798558","183608.53650663234","183608.53650663234","183608.53650663234","183608.53650663234"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-07-01","184085.81420607865","0.0","184085.8142060768","0.0","0.0","184085.8142060768","184085.81420607865","0.0","184085.8142060768","0.0","0.0","184085.8142060768","184085.81420607865","0.0","184085.8142060768","0.0","0.0","184085.8142060768","184085.81420607865","0.0","184085.8142060768","0.0","0.0","184085.8142060768","82838.61639273353","0.0","82838.61639273353","0.0","0.0","82838.61639273353","82838.61639273353","0.0","82838.61639273353","0.0","0.0","82838.61639273353","82838.61639273353","0.0","82838.61639273353","0.0","0.0","82838.61639273353","82838.61639273353","0.0","82838.61639273353","0.0","0.0","82838.61639273353","82838.61639273353","0.0","82838.61639273353","0.0","0.0","82838.61639273353","82838.61639273353","0.0","82838.61639273353","0.0","0.0","82838.61639273353","184085.81420607865","184085.81420607865","184085.81420607865","184085.81420607865"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-08-01","182168.19897023588","0.0","182168.19897023775","0.0","0.0","182168.19897023775","182168.19897023588","0.0","182168.19897023775","0.0","0.0","182168.19897023775","182168.19897023588","0.0","182168.19897023775","0.0","0.0","182168.19897023775","182168.19897023588","0.0","182168.19897023775","0.0","0.0","182168.19897023775","81975.68953660969","0.0","81975.68953661015","0.0","0.0","81975.68953661015","81975.68953660969","0.0","81975.68953661015","0.0","0.0","81975.68953661015","81975.68953660969","0.0","81975.68953661015","0.0","0.0","81975.68953661015","81975.68953660969","0.0","81975.68953661015","0.0","0.0","81975.68953661015","81975.68953660969","0.0","81975.68953661015","0.0","0.0","81975.68953661015","81975.68953660969","0.0","81975.68953661015","0.0","0.0","81975.68953661015","182168.19897023588","182168.19897023588","182168.19897023588","182168.19897023588"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-09-01","169579.03536026366","0.0","169579.0353602618","0.0","0.0","169579.0353602618","169579.03536026366","0.0","169579.0353602618","0.0","0.0","169579.0353602618","169579.03536026366","0.0","169579.0353602618","0.0","0.0","169579.0353602618","169579.03536026366","0.0","169579.0353602618","0.0","0.0","169579.0353602618","76310.56591211632","0.0","76310.56591211585","0.0","0.0","76310.56591211585","76310.56591211632","0.0","76310.56591211585","0.0","0.0","76310.56591211585","76310.56591211632","0.0","76310.56591211585","0.0","0.0","76310.56591211585","76310.56591211632","0.0","76310.56591211585","0.0","0.0","76310.56591211585","76310.56591211632","0.0","76310.56591211585","0.0","0.0","76310.56591211585","76310.56591211632","0.0","76310.56591211585","0.0","0.0","76310.56591211585","169579.03536026366","169579.03536026366","169579.03536026366","169579.03536026366"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-10-01","168147.2526710909","0.0","168147.25267109275","0.0","0.0","168147.25267109275","168147.2526710909","0.0","168147.25267109275","0.0","0.0","168147.25267109275","168147.2526710909","0.0","168147.25267109275","0.0","0.0","168147.25267109275","168147.2526710909","0.0","168147.25267109275","0.0","0.0","168147.25267109275","75666.26370199211","0.0","75666.26370199304","0.0","0.0","75666.26370199304","75666.26370199211","0.0","75666.26370199304","0.0","0.0","75666.26370199304","75666.26370199211","0.0","75666.26370199304","0.0","0.0","75666.26370199304","75666.26370199211","0.0","75666.26370199304","0.0","0.0","75666.26370199304","75666.26370199211","0.0","75666.26370199304","0.0","0.0","75666.26370199304","75666.26370199211","0.0","75666.26370199304","0.0","0.0","75666.26370199304","168147.2526710909","168147.2526710909","168147.2526710909","168147.2526710909"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-11-01","159642.19888446666","0.0","159642.19888446666","0.0","0.0","159642.19888446666","159642.19888446666","0.0","159642.19888446666","0.0","0.0","159642.19888446666","159642.19888446666","0.0","159642.19888446666","0.0","0.0","159642.19888446666","159642.19888446666","0.0","159642.19888446666","0.0","0.0","159642.19888446666","71838.98949800711","0.0","71838.98949800711","0.0","0.0","71838.98949800711","71838.98949800711","0.0","71838.98949800711","0.0","0.0","71838.98949800711","71838.98949800711","0.0","71838.98949800711","0.0","0.0","71838.98949800711","71838.98949800711","0.0","71838.98949800711","0.0","0.0","71838.98949800711","71838.98949800711","0.0","71838.98949800711","0.0","0.0","71838.98949800711","71838.98949800711","0.0","71838.98949800711","0.0","0.0","71838.98949800711","159642.19888446666","159642.19888446666","159642.19888446666","159642.19888446666"
"Training Forecast","NS Claire 3","NSC 3","Oil","2013-12-01","159812.66764519922","0.0","159812.6676452011","0.0","0.0","159812.6676452011","159812.66764519922","0.0","159812.6676452011","0.0","0.0","159812.6676452011","159812.66764519922","0.0","159812.6676452011","0.0","0.0","159812.6676452011","159812.66764519922","0.0","159812.6676452011","0.0","0.0","159812.6676452011","71915.7004403416","0.0","71915.70044034068","0.0","0.0","71915.70044034068","71915.7004403416","0.0","71915.70044034068","0.0","0.0","71915.70044034068","71915.7004403416","0.0","71915.70044034068","0.0","0.0","71915.70044034068","71915.7004403416","0.0","71915.70044034068","0.0","0.0","71915.70044034068","71915.7004403416","0.0","71915.70044034068","0.0","0.0","71915.70044034068","71915.7004403416","0.0","71915.70044034068","0.0","0.0","71915.70044034068","159812.66764519922","159812.66764519922","159812.66764519922","159812.66764519922"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-01-01","148949.82424885035","0.0","144084.800642222","0.0","0.0","144084.800642222","148949.82424885035","0.0","144084.800642222","0.0","0.0","144084.800642222","148949.82424885035","0.0","144084.800642222","0.0","0.0","144084.800642222","148949.82424885035","0.0","144084.800642222","0.0","0.0","144084.800642222","67027.42091198219","0.0","64838.16028899908","0.0","0.0","64838.16028899908","67027.42091198219","0.0","64838.16028899908","0.0","0.0","64838.16028899908","67027.42091198219","0.0","64838.16028899908","0.0","0.0","64838.16028899908","67027.42091198219","0.0","64838.16028899908","0.0","0.0","64838.16028899908","67027.42091198219","0.0","64838.16028899908","0.0","0.0","64838.16028899908","67027.42091198219","0.0","64838.16028899908","0.0","0.0","64838.16028899908","148949.82424885035","148949.82424885035","148949.82424885035","148949.82424885035"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-02-01","134384.3499944075","0.0","134384.34999440802","0.0","0.0","134384.34999440802","134384.3499944075","0.0","134384.34999440802","0.0","0.0","134384.34999440802","134384.3499944075","0.0","134384.34999440802","0.0","0.0","134384.34999440802","134384.3499944075","0.0","134384.34999440802","0.0","0.0","134384.34999440802","60472.95749748312","0.0","60472.957497483214","0.0","0.0","60472.957497483214","60472.95749748312","0.0","60472.957497483214","0.0","0.0","60472.957497483214","60472.95749748312","0.0","60472.957497483214","0.0","0.0","60472.957497483214","60472.95749748312","0.0","60472.957497483214","0.0","0.0","60472.957497483214","60472.95749748312","0.0","60472.957497483214","0.0","0.0","60472.957497483214","60472.95749748312","0.0","60472.957497483214","0.0","0.0","60472.957497483214","134384.3499944075","134384.3499944075","134384.3499944075","134384.3499944075"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-03-01","151898.1708330866","0.0","151898.17083308636","0.0","0.0","151898.17083308636","151898.1708330866","0.0","151898.17083308636","0.0","0.0","151898.17083308636","151898.1708330866","0.0","151898.17083308636","0.0","0.0","151898.17083308636","151898.1708330866","0.0","151898.17083308636","0.0","0.0","151898.17083308636","68354.17687488976","0.0","68354.17687488947","0.0","0.0","68354.17687488947","68354.17687488976","0.0","68354.17687488947","0.0","0.0","68354.17687488947","68354.17687488976","0.0","68354.17687488947","0.0","0.0","68354.17687488947","68354.17687488976","0.0","68354.17687488947","0.0","0.0","68354.17687488947","68354.17687488976","0.0","68354.17687488947","0.0","0.0","68354.17687488947","68354.17687488976","0.0","68354.17687488947","0.0","0.0","68354.17687488947","151898.1708330866","151898.1708330866","151898.1708330866","151898.1708330866"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-04-01","140461.94264263706","0.0","140461.94264263718","0.0","0.0","140461.94264263718","140461.94264263706","0.0","140461.94264263718","0.0","0.0","140461.94264263718","140461.94264263706","0.0","140461.94264263718","0.0","0.0","140461.94264263718","140461.94264263706","0.0","140461.94264263718","0.0","0.0","140461.94264263718","63207.87418918684","0.0","63207.87418918696","0.0","0.0","63207.87418918696","63207.87418918684","0.0","63207.87418918696","0.0","0.0","63207.87418918696","63207.87418918684","0.0","63207.87418918696","0.0","0.0","63207.87418918696","63207.87418918684","0.0","63207.87418918696","0.0","0.0","63207.87418918696","63207.87418918684","0.0","63207.87418918696","0.0","0.0","63207.87418918696","63207.87418918684","0.0","63207.87418918696","0.0","0.0","63207.87418918696","140461.94264263706","140461.94264263706","140461.94264263706","140461.94264263706"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-05-01","143424.89020774234","0.0","143424.890207742","0.0","0.0","143424.890207742","143424.89020774234","0.0","143424.890207742","0.0","0.0","143424.890207742","143424.89020774234","0.0","143424.890207742","0.0","0.0","143424.890207742","143424.89020774234","0.0","143424.890207742","0.0","0.0","143424.890207742","64541.2005934834","0.0","64541.20059348355","0.0","0.0","64541.20059348355","64541.2005934834","0.0","64541.20059348355","0.0","0.0","64541.20059348355","64541.2005934834","0.0","64541.20059348355","0.0","0.0","64541.20059348355","64541.2005934834","0.0","64541.20059348355","0.0","0.0","64541.20059348355","64541.2005934834","0.0","64541.20059348355","0.0","0.0","64541.20059348355","64541.2005934834","0.0","64541.20059348355","0.0","0.0","64541.20059348355","143424.89020774234","143424.89020774234","143424.89020774234","143424.89020774234"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-06-01","136526.58343583858","0.0","136526.5834358387","0.0","0.0","136526.5834358387","136526.58343583858","0.0","136526.5834358387","0.0","0.0","136526.5834358387","136526.58343583858","0.0","136526.5834358387","0.0","0.0","136526.5834358387","136526.58343583858","0.0","136526.5834358387","0.0","0.0","136526.5834358387","61436.962546127615","0.0","61436.962546127615","0.0","0.0","61436.962546127615","61436.962546127615","0.0","61436.962546127615","0.0","0.0","61436.962546127615","61436.962546127615","0.0","61436.962546127615","0.0","0.0","61436.962546127615","61436.962546127615","0.0","61436.962546127615","0.0","0.0","61436.962546127615","61436.962546127615","0.0","61436.962546127615","0.0","0.0","61436.962546127615","61436.962546127615","0.0","61436.962546127615","0.0","0.0","61436.962546127615","136526.58343583858","136526.58343583858","136526.58343583858","136526.58343583858"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-07-01","138454.50891925953","0.0","138454.50891925942","0.0","0.0","138454.50891925942","138454.50891925953","0.0","138454.50891925942","0.0","0.0","138454.50891925942","138454.50891925953","0.0","138454.50891925942","0.0","0.0","138454.50891925942","138454.50891925953","0.0","138454.50891925942","0.0","0.0","138454.50891925942","62304.52901366702","0.0","62304.529013666965","0.0","0.0","62304.529013666965","62304.52901366702","0.0","62304.529013666965","0.0","0.0","62304.529013666965","62304.52901366702","0.0","62304.529013666965","0.0","0.0","62304.529013666965","62304.52901366702","0.0","62304.529013666965","0.0","0.0","62304.529013666965","62304.52901366702","0.0","62304.529013666965","0.0","0.0","62304.529013666965","62304.52901366702","0.0","62304.529013666965","0.0","0.0","62304.529013666965","138454.50891925953","138454.50891925953","138454.50891925953","138454.50891925953"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-08-01","135817.69699111674","0.0","135817.69699111662","0.0","0.0","135817.69699111662","135817.69699111674","0.0","135817.69699111662","0.0","0.0","135817.69699111662","135817.69699111674","0.0","135817.69699111662","0.0","0.0","135817.69699111662","135817.69699111674","0.0","135817.69699111662","0.0","0.0","135817.69699111662","61117.96364600258","0.0","61117.963646002696","0.0","0.0","61117.963646002696","61117.96364600258","0.0","61117.963646002696","0.0","0.0","61117.963646002696","61117.96364600258","0.0","61117.963646002696","0.0","0.0","61117.963646002696","61117.96364600258","0.0","61117.963646002696","0.0","0.0","61117.963646002696","61117.96364600258","0.0","61117.963646002696","0.0","0.0","61117.963646002696","61117.96364600258","0.0","61117.963646002696","0.0","0.0","61117.963646002696","135817.69699111674","135817.69699111674","135817.69699111674","135817.69699111674"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-09-01","128702.04183252249","0.0","128702.04183252249","0.0","0.0","128702.04183252249","128702.04183252249","0.0","128702.04183252249","0.0","0.0","128702.04183252249","128702.04183252249","0.0","128702.04183252249","0.0","0.0","128702.04183252249","128702.04183252249","0.0","128702.04183252249","0.0","0.0","128702.04183252249","57915.918824636145","0.0","57915.91882463603","0.0","0.0","57915.91882463603","57915.918824636145","0.0","57915.91882463603","0.0","0.0","57915.91882463603","57915.918824636145","0.0","57915.91882463603","0.0","0.0","57915.91882463603","57915.918824636145","0.0","57915.91882463603","0.0","0.0","57915.91882463603","57915.918824636145","0.0","57915.91882463603","0.0","0.0","57915.91882463603","57915.918824636145","0.0","57915.91882463603","0.0","0.0","57915.91882463603","128702.04183252249","128702.04183252249","128702.04183252249","128702.04183252249"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-10-01","130223.31399642443","0.0","130223.3139964242","0.0","0.0","130223.3139964242","130223.31399642443","0.0","130223.3139964242","0.0","0.0","130223.3139964242","130223.31399642443","0.0","130223.3139964242","0.0","0.0","130223.3139964242","130223.31399642443","0.0","130223.3139964242","0.0","0.0","130223.3139964242","58600.491298390785","0.0","58600.4912983909","0.0","0.0","58600.4912983909","58600.491298390785","0.0","58600.4912983909","0.0","0.0","58600.4912983909","58600.491298390785","0.0","58600.4912983909","0.0","0.0","58600.4912983909","58600.491298390785","0.0","58600.4912983909","0.0","0.0","58600.4912983909","58600.491298390785","0.0","58600.4912983909","0.0","0.0","58600.4912983909","58600.491298390785","0.0","58600.4912983909","0.0","0.0","58600.4912983909","130223.31399642443","130223.31399642443","130223.31399642443","130223.31399642443"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-11-01","129234.22673531482","0.0","129234.22673531505","0.0","0.0","129234.22673531505","129234.22673531482","0.0","129234.22673531505","0.0","0.0","129234.22673531505","129234.22673531482","0.0","129234.22673531505","0.0","0.0","129234.22673531505","129234.22673531482","0.0","129234.22673531505","0.0","0.0","129234.22673531505","58155.402030889876","0.0","58155.40203088964","0.0","0.0","58155.40203088964","58155.402030889876","0.0","58155.40203088964","0.0","0.0","58155.40203088964","58155.402030889876","0.0","58155.40203088964","0.0","0.0","58155.40203088964","58155.402030889876","0.0","58155.40203088964","0.0","0.0","58155.40203088964","58155.402030889876","0.0","58155.40203088964","0.0","0.0","58155.40203088964","58155.402030889876","0.0","58155.40203088964","0.0","0.0","58155.40203088964","129234.22673531482","129234.22673531482","129234.22673531482","129234.22673531482"
"Training Forecast","NS Claire 4","NSC 4","Gas","2011-12-01","133405.08188196318","0.0","133405.08188196318","0.0","0.0","133405.08188196318","133405.08188196318","0.0","133405.08188196318","0.0","0.0","133405.08188196318","133405.08188196318","0.0","133405.08188196318","0.0","0.0","133405.08188196318","133405.08188196318","0.0","133405.08188196318","0.0","0.0","133405.08188196318","60032.28684688499","0.0","60032.286846884876","0.0","0.0","60032.286846884876","60032.28684688499","0.0","60032.286846884876","0.0","0.0","60032.286846884876","60032.28684688499","0.0","60032.286846884876","0.0","0.0","60032.286846884876","60032.28684688499","0.0","60032.286846884876","0.0","0.0","60032.286846884876","60032.28684688499","0.0","60032.286846884876","0.0","0.0","60032.286846884876","60032.28684688499","0.0","60032.286846884876","0.0","0.0","60032.286846884876","133405.08188196318","133405.08188196318","133405.08188196318","133405.08188196318"
"Training Forecast","NS Claire 4","NSC 4","Gas","2012-01-01","132875.04352654377","0.0","132875.04352654354","0.0","0.0","132875.04352654354","132875.04352654377","0.0","132875.04352654354","0.0","0.0","132875.04352654354","132875.04352654377","0.0","132875.04352654354","0.0","0.0","132875.04352654354","132875.04352654377","0.0","132875.04352654354","0.0","0.0","132875.04352654354","59793.76958694379","0.0","59793.76958694402","0.0","0.0","59793.76958694402","59793.76958694379","0.0","59793.76958694402","0.0","0.0","59793.76958694402","59793.76958694379","0.0","59793.76958694402","0.0","0.0","59793.76958694402","59793.76958694379","0.0","59793.76958694402","0.0","0.0","59793.76958694402","59793.76958694379","0.0","59793.76958694402","0.0","0.0","59793.76958694402","59793.76958694379","0.0","59793.76958694402","0.0","0.0","59793.76958694402","132875.04352654377","132875.04352654377","132875.04352654377","132875.04352654377"
"Training Forecast","NS Claire 4","NSC 4","Gas","2012-02-01","120525.42315694783","0.0","120525.4231569483","0.0","0.0","120525.4231569483","120525.42315694783","0.0","120525.4231569483","0.0","0.0","120525.4231569483","120525.42315694783","0.0","120525.4231569483","0.0","0.0","120525.4231569483","120525.42315694783","0.0","120525.4231569483","0.0","0.0","120525.4231569483","54236.440420626896","0.0","54236.44042062678","0.0","0.0","54236.44042062678","54236.440420626896","0.0","54236.44042062678","0.0","0.0","54236.44042062678","54236.440420626896","0.0","54236.44042062678","0.0","0.0","54236.44042062678","54236.440420626896","0.0","54236.44042062678","0.0","0.0","54236.44042062678","54236.440420626896","0.0","54236.44042062678","0.0","0.0","54236.44042062678","54236.440420626896","0.0","54236.44042062678","0.0","0.0","54236.44042062678","120525.42315694783","120525.42315694783","120525.42315694783","120525.42315694783"
"Training Forecast","NS Claire 4","NSC 4","Gas","2012-03-01","124423.46205339767","0.0","124423.46205339674","0.0","0.0","124423.46205339674","124423.46205339767","0.0","124423.46205339674","0.0","0.0","124423.46205339674","124423.46205339767","0.0","124423.46205339674","0.0","0.0","124423.46205339674","124423.46205339767","0.0","124423.46205339674","0.0","0.0","124423.46205339674","55990.55792402942","0.0","55990.5579240293","0.0","0.0","55990.5579240293","55990.55792402942","0.0","55990.5579240293","0.0","0.0","55990.5579240293","55990.55792402942","0.0","55990.5579240293","0.0","0.0","55990.5579240293","55990.55792402942","0.0","55990.5579240293","0.0","0.0","55990.5579240293","55990.55792402942","0.0","55990.5579240293","0.0","0.0","55990.5579240293","55990.55792402942","0.0","55990.5579240293","0.0","0.0","55990.5579240293","124423.46205339767","124423.46205339767","124423.46205339767","124423.46205339767"
